Symbol,Name,Date,Beta,PBR,MarketCap,Momentum1M,Momentum3M,Momentum6M,Momentum12M,Volatility,RSI,MACD,Signal,MACD_Hist,Sector,Industry,Beta_Factor,Value_Factor,Size_Factor,Momentum_Factor,Volatility_Factor,weighted_score,factor_percentile,smart_signal,signal_strength,rebalance_priority,to_rebalance
MSFT,Microsoft Corporation,2015-12-15,1.06,9.77,3545.55,5.17,26.36,23,21.5,26.53,55.66,0.72,0.88,-0.16,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.375,-0.5,-0.3,0.625,NEUTRAL,MEDIUM,4,0
NVDA,NVIDIA Corporation,2015-12-15,2.27,36.35,4321.92,11.06,44.27,57.73,71.27,32.7,63.89,0.02,0.03,0,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2015-12-15,1.87,17.43,1394.85,6.71,-12.81,-11.7,8.36,40.31,52.63,-0.01,0.06,-0.07,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2015-12-15,0.43,3.09,295.56,6.02,-1.59,-0.3,21.63,24.32,62.47,0.3,0,0.3,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.5,-0.125,-6.94E-18,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2015-12-16,1.11,55.49,4110.34,-2.49,-3.95,-11.97,6.08,25.61,31.55,-0.25,-0.06,-0.19,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2015-12-16,1.37,6.64,2455.22,4.32,28.13,58.16,129.03,32.51,50.17,0.4,0.59,-0.19,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
GOOGL,Alphabet Inc.,2015-12-16,1.08,10.1,3917.54,3.49,16.69,42.53,55.89,27,52.97,0.32,0.46,-0.14,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.625,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2015-12-16,1.27,8.26,1603.61,2.64,14.28,31.74,42.98,26.19,53.28,0.41,0.68,-0.27,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.625,-0.375,-0.225,0.875,BUY,MEDIUM,2,1
MSFT,Microsoft Corporation,2015-12-16,1.06,9.77,3545.55,5.09,27.56,24.11,27.68,26.52,63.93,0.75,0.86,-0.1,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.5,-0.275,0.625,NEUTRAL,MEDIUM,4,0
NVDA,NVIDIA Corporation,2015-12-16,2.27,36.35,4321.92,9.53,44.14,56.76,74.26,32.65,65.36,0.02,0.03,0,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2015-12-16,1.87,17.43,1394.85,9.43,-10.58,-7.35,18.55,40.6,54.35,0.05,0.06,-0.01,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2015-12-16,0.43,3.09,295.56,4.85,-1.49,-1.39,26,24.29,62.48,0.48,0.09,0.39,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2015-12-17,1.11,55.49,4110.34,-4.14,-3.93,-13.64,1.3,25.64,28.22,-0.33,-0.12,-0.22,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2015-12-17,1.37,6.64,2455.22,4.25,24.45,56.76,124.39,32.47,49,0.39,0.55,-0.16,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
GOOGL,Alphabet Inc.,2015-12-17,1.08,10.1,3917.54,3.2,14.61,40.84,52.01,26.97,49.16,0.31,0.43,-0.12,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.625,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2015-12-17,1.27,8.26,1603.61,1.04,12.59,29.87,39.56,26.15,51.79,0.46,0.64,-0.18,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.625,-0.375,-0.225,0.875,BUY,MEDIUM,2,1
MSFT,Microsoft Corporation,2015-12-17,1.06,9.77,3545.55,5.15,26.72,22.79,25.09,26.49,59.89,0.74,0.83,-0.09,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.5,-0.275,0.625,NEUTRAL,MEDIUM,4,0
NVDA,NVIDIA Corporation,2015-12-17,2.27,36.35,4321.92,7.88,40.69,52.6,64.9,32.64,59.3,0.02,0.03,0,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2015-12-17,1.87,17.43,1394.85,9.06,-10.94,-10.38,13.4,40.54,51.62,0.08,0.06,0.02,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2015-12-17,0.43,3.09,295.56,4.67,-2.86,0.43,22.22,24.26,63.43,0.65,0.2,0.44,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2015-12-18,1.11,55.49,4110.34,-9.6,-6.14,-16.35,-4.27,25.72,23.01,-0.44,-0.18,-0.26,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2015-12-18,1.37,6.64,2455.22,0.09,22.93,51.15,123.07,32.44,49.74,0.36,0.51,-0.15,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
GOOGL,Alphabet Inc.,2015-12-18,1.08,10.1,3917.54,-0.42,14.51,36.08,47.07,26.98,47.72,0.25,0.4,-0.15,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.625,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2015-12-18,1.27,8.26,1603.61,-3.46,10.21,25.49,32.7,26.18,49.56,0.32,0.57,-0.26,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.625,-0.375,-0.225,0.875,BUY,MEDIUM,2,1
MSFT,Microsoft Corporation,2015-12-18,1.06,9.77,3545.55,0.52,25.33,17.41,17.01,26.58,48.91,0.61,0.79,-0.18,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.5,-0.275,0.625,NEUTRAL,MEDIUM,4,0
NVDA,NVIDIA Corporation,2015-12-18,2.27,36.35,4321.92,3.58,38.52,47.67,61.59,32.63,52.97,0.02,0.02,-0.01,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2015-12-18,1.87,17.43,1394.85,4.25,-11.57,-12,5.59,40.5,50.18,0.1,0.07,0.03,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2015-12-18,0.43,3.09,295.56,-0.79,-5.02,-3.36,15.13,24.36,58.25,0.54,0.27,0.27,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2015-12-21,1.11,55.49,4110.34,-10.03,-6.44,-14.47,-2.35,25.7,28.31,-0.5,-0.25,-0.26,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2015-12-21,1.37,6.64,2455.22,-0.59,21.17,52.79,121.58,32.39,43.64,0.33,0.48,-0.14,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
GOOGL,Alphabet Inc.,2015-12-21,1.08,10.1,3917.54,-2.08,14.07,36.46,46.3,26.94,39.96,0.21,0.36,-0.15,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.625,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2015-12-21,1.27,8.26,1603.61,-2.38,9.65,26.98,31.16,26.15,44.23,0.26,0.51,-0.25,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.625,-0.375,-0.225,0.875,BUY,MEDIUM,2,1
MSFT,Microsoft Corporation,2015-12-21,1.06,9.77,3545.55,1.18,25.14,20.53,18.18,26.56,48.04,0.55,0.74,-0.19,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.5,-0.275,0.625,NEUTRAL,MEDIUM,4,0
NVDA,NVIDIA Corporation,2015-12-21,2.27,36.35,4321.92,4.81,40.35,51.64,63.79,32.63,51.1,0.02,0.02,0,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2015-12-21,1.87,17.43,1394.85,5.7,-11.98,-11.41,6.05,40.44,45.54,0.12,0.08,0.04,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2015-12-21,0.43,3.09,295.56,4.38,-4.86,-1.58,16.43,24.34,54.16,0.55,0.33,0.23,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2015-12-22,1.11,55.49,4110.34,-10.12,-5.04,-15.23,-3.44,25.66,29.53,-0.55,-0.31,-0.24,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2015-12-22,1.37,6.64,2455.22,-0.79,23.17,52,116.33,32.34,44.29,0.3,0.44,-0.14,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
GOOGL,Alphabet Inc.,2015-12-22,1.08,10.1,3917.54,-1.27,17.44,37.07,44.12,26.91,45.33,0.21,0.33,-0.12,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.625,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2015-12-22,1.27,8.26,1603.61,-1.69,13.5,24.51,29.54,26.11,48.6,0.27,0.46,-0.19,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.625,-0.375,-0.225,0.875,BUY,MEDIUM,2,1
MSFT,Microsoft Corporation,2015-12-22,1.06,9.77,3545.55,2.14,26.93,21.33,18.5,26.53,50.67,0.54,0.7,-0.16,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.5,-0.275,0.625,NEUTRAL,MEDIUM,4,0
NVDA,NVIDIA Corporation,2015-12-22,2.27,36.35,4321.92,4.91,44.41,52.41,61.1,32.58,53.26,0.02,0.02,0,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2015-12-22,1.87,17.43,1394.85,4.52,-11.88,-11.49,3.3,40.39,47.93,0.12,0.09,0.03,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2015-12-22,0.43,3.09,295.56,4.41,-4.05,-1.49,15.84,24.31,49.44,0.56,0.38,0.19,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2015-12-23,1.11,55.49,4110.34,-7.76,-4.59,-13.75,-1.85,25.65,35.3,-0.55,-0.36,-0.19,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2015-12-23,1.37,6.64,2455.22,-2.25,23.81,48.82,116.69,32.3,48.77,0.27,0.41,-0.13,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
GOOGL,Alphabet Inc.,2015-12-23,1.08,10.1,3917.54,-1.05,17.64,36.41,42.64,26.87,50.15,0.21,0.3,-0.1,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.625,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2015-12-23,1.27,8.26,1603.61,-2.17,11.34,19.06,29.8,26.09,50.65,0.21,0.41,-0.2,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.625,-0.375,-0.225,0.875,BUY,MEDIUM,2,1
MSFT,Microsoft Corporation,2015-12-23,1.06,9.77,3545.55,3.01,28.1,23.21,18.35,26.5,58.18,0.55,0.67,-0.12,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.5,-0.275,0.625,NEUTRAL,MEDIUM,4,0
NVDA,NVIDIA Corporation,2015-12-23,2.27,36.35,4321.92,6.92,44.28,57.05,62.75,32.54,54.74,0.02,0.02,0,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2015-12-23,1.87,17.43,1394.85,5.49,-12.01,-14.19,3.95,40.33,46.92,0.12,0.09,0.02,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2015-12-23,0.43,3.09,295.56,6.28,-3.31,-2.46,17.28,24.29,61.12,0.65,0.43,0.22,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2015-12-24,1.11,55.49,4110.34,-9.13,-5.66,-14.93,-1.91,25.61,21.29,-0.56,-0.4,-0.16,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2015-12-24,1.37,6.64,2455.22,-1.25,24.18,50.35,118.72,32.25,44.97,0.25,0.38,-0.13,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
GOOGL,Alphabet Inc.,2015-12-24,1.08,10.1,3917.54,-0.49,16.94,37.11,42.63,26.83,43.19,0.19,0.28,-0.09,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.625,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2015-12-24,1.27,8.26,1603.61,-0.68,11.24,18.19,30.02,26.05,46.75,0.19,0.37,-0.18,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.625,-0.375,-0.225,0.875,BUY,MEDIUM,2,1
MSFT,Microsoft Corporation,2015-12-24,1.06,9.77,3545.55,2.62,27.64,23.61,18.79,26.46,48.56,0.55,0.65,-0.1,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.5,-0.275,0.625,NEUTRAL,MEDIUM,4,0
NVDA,NVIDIA Corporation,2015-12-24,2.27,36.35,4321.92,6.42,42.05,59.14,63.93,32.49,44.67,0.02,0.02,0,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2015-12-24,1.87,17.43,1394.85,5.64,-12.37,-13.05,3.74,40.27,50.2,0.12,0.1,0.02,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2015-12-24,0.43,3.09,295.56,5,-1.85,0.16,17.13,24.25,52.11,0.68,0.48,0.2,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2015-12-28,1.11,55.49,4110.34,-9.33,-4.59,-14.98,-4.69,25.59,20.8,-0.58,-0.43,-0.14,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2015-12-28,1.37,6.64,2455.22,0.29,33.95,54.12,118.45,32.23,52.5,0.27,0.36,-0.08,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
GOOGL,Alphabet Inc.,2015-12-28,1.08,10.1,3917.54,1.33,25.31,41.44,44.45,26.85,54.27,0.24,0.27,-0.03,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.625,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2015-12-28,1.27,8.26,1603.61,0.46,18.74,20.36,31.13,26.02,50.88,0.24,0.34,-0.1,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.625,-0.375,-0.225,0.875,BUY,MEDIUM,2,1
MSFT,Microsoft Corporation,2015-12-28,1.06,9.77,3545.55,3.75,30.12,25.27,20.04,26.42,50.82,0.56,0.63,-0.07,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.5,-0.275,0.625,NEUTRAL,MEDIUM,4,0
NVDA,NVIDIA Corporation,2015-12-28,2.27,36.35,4321.92,5.58,42.77,61.07,63.62,32.44,50.31,0.02,0.02,0,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2015-12-28,1.87,17.43,1394.85,-1.15,-7.84,-14.28,0.5,40.22,47.74,0.11,0.1,0.01,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2015-12-28,0.43,3.09,295.56,3.94,5.45,-3.16,17.27,24.22,59.77,0.7,0.53,0.18,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2015-12-29,1.11,55.49,4110.34,-7.7,0.13,-11.91,-2.91,25.6,27.92,-0.55,-0.46,-0.1,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2015-12-29,1.37,6.64,2455.22,3.08,39.89,61.44,122.4,32.26,57,0.36,0.36,0.01,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
GOOGL,Alphabet Inc.,2015-12-29,1.08,10.1,3917.54,2.85,27.52,46.69,47.77,26.83,57.98,0.33,0.28,0.04,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.625,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2015-12-29,1.27,8.26,1603.61,1.72,23.76,25.01,34.04,26,52.07,0.39,0.35,0.04,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.625,-0.375,-0.225,0.875,BUY,MEDIUM,2,1
MSFT,Microsoft Corporation,2015-12-29,1.06,9.77,3545.55,4.86,31.06,29.16,22.42,26.4,54.18,0.6,0.62,-0.02,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.5,-0.275,0.625,NEUTRAL,MEDIUM,4,0
NVDA,NVIDIA Corporation,2015-12-29,2.27,36.35,4321.92,7.3,42.59,68.74,66.53,32.41,51.22,0.02,0.02,0,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2015-12-29,1.87,17.43,1394.85,2.41,-3.84,-9.48,5.09,40.28,60.06,0.14,0.11,0.03,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2015-12-29,0.43,3.09,295.56,5.25,5.36,-0.27,19,24.2,64.23,0.81,0.58,0.23,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2015-12-30,1.11,55.49,4110.34,-9.28,-2.29,-13.68,-3,25.59,29.56,-0.55,-0.47,-0.08,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2015-12-30,1.37,6.64,2455.22,3.65,34.61,58.74,122.07,32.22,60.92,0.41,0.37,0.04,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
GOOGL,Alphabet Inc.,2015-12-30,1.08,10.1,3917.54,3.6,23.8,46.34,47.64,26.8,62.72,0.38,0.3,0.07,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.625,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2015-12-30,1.27,8.26,1603.61,1.9,18.15,23.84,34.08,25.98,54.56,0.41,0.36,0.05,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.625,-0.375,-0.225,0.875,BUY,MEDIUM,2,1
MSFT,Microsoft Corporation,2015-12-30,1.06,9.77,3545.55,3.61,28.08,29.25,23.02,26.36,57.8,0.61,0.62,-0.01,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.5,-0.275,0.625,NEUTRAL,MEDIUM,4,0
NVDA,NVIDIA Corporation,2015-12-30,2.27,36.35,4321.92,5.26,35.97,67.37,66.64,32.38,57.8,0.02,0.02,0,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2015-12-30,1.87,17.43,1394.85,3.4,-4.15,-11.25,7.14,40.22,63.37,0.17,0.12,0.05,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2015-12-30,0.43,3.09,295.56,5.97,2.95,-1.68,17.51,24.18,63.91,0.83,0.63,0.2,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2015-12-31,1.11,55.49,4110.34,-11.02,-4.16,-15.34,-3.01,25.61,24.99,-0.58,-0.5,-0.09,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2015-12-31,1.37,6.64,2455.22,1.67,32.04,55.7,117.78,32.23,55.57,0.39,0.37,0.02,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
GOOGL,Alphabet Inc.,2015-12-31,1.08,10.1,3917.54,1.99,21.87,44.07,46.61,26.8,57.56,0.36,0.31,0.05,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.625,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2015-12-31,1.27,8.26,1603.61,0.4,16.42,22.02,34.15,25.98,47.95,0.31,0.35,-0.05,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.625,-0.375,-0.225,0.875,BUY,MEDIUM,2,1
MSFT,Microsoft Corporation,2015-12-31,1.06,9.77,3545.55,2.08,26.2,27.34,22.69,26.36,51.16,0.55,0.61,-0.05,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.5,-0.275,0.625,NEUTRAL,MEDIUM,4,0
NVDA,NVIDIA Corporation,2015-12-31,2.27,36.35,4321.92,3.91,34.22,65.21,67.12,32.36,49.78,0.01,0.02,0,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2015-12-31,1.87,17.43,1394.85,4.23,-3.38,-10.53,7.91,40.17,62.91,0.21,0.14,0.07,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2015-12-31,0.43,3.09,295.56,4.82,1.84,-2.74,18.27,24.16,55.1,0.74,0.65,0.09,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2016-01-04,1.11,55.49,4110.34,-11.49,-4.15,-15.94,-2,25.57,29.3,-0.6,-0.52,-0.08,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2016-01-04,1.37,6.64,2455.22,-5.3,19.61,45.53,106.47,32.59,48.86,0.22,0.34,-0.12,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.875,-0.275,0.6875,NEUTRAL,MEDIUM,3.5,0
GOOGL,Alphabet Inc.,2016-01-04,1.08,10.1,3917.54,-2.54,15.59,38.75,43.41,26.84,53.53,0.27,0.31,-0.04,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.625,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2016-01-04,1.27,8.26,1603.61,-3.73,11.02,17.1,30.3,26.02,50.28,0.02,0.29,-0.26,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.625,-0.375,-0.225,0.875,BUY,MEDIUM,2,1
MSFT,Microsoft Corporation,2016-01-04,1.06,9.77,3545.55,-1.99,21.07,25.07,20.38,26.34,54.33,0.45,0.58,-0.12,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.5,-0.275,0.6875,NEUTRAL,MEDIUM,3.5,0
NVDA,NVIDIA Corporation,2016-01-04,2.27,36.35,4321.92,-4.09,31.02,59.79,63.47,32.35,48.7,0.01,0.02,0,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.75,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2016-01-04,1.87,17.43,1394.85,-3.03,-9.76,-20.22,1.87,40.55,55.64,0.14,0.14,0,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2016-01-04,0.43,3.09,295.56,-1.09,-1.57,-3.56,17.45,24.15,51.6,0.59,0.64,-0.05,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2016-01-05,1.11,55.49,4110.34,-13.71,-6.89,-18.05,-1.68,25.62,26.57,-0.65,-0.54,-0.11,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2016-01-05,1.37,6.64,2455.22,-5.78,16.57,44.8,109.73,32.55,40.28,0.07,0.29,-0.22,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.875,-0.275,0.6875,NEUTRAL,MEDIUM,3.5,0
