Symbol,Name,Date,Close,Volume,Beta,PBR,MarketCap,Momentum1M,Momentum3M,Momentum6M,Momentum12M,Volatility,RSI,MACD,Signal,MACD_Hist,Sector,Industry,Beta_Factor,Value_Factor,Size_Factor,Momentum_Factor,Volatility_Factor,weighted_score,factor_percentile,smart_signal,signal_strength,rebalance_priority,to_rebalance,Mkt_RF,SMB,HML,RMW,CMA
MSFT,Microsoft Corporation,2010-12-31,21.29,24752000,0.89,9.75,158.25,7.18,15.18,21.32,-6.52,17.42,64.18,0.35,0.38,-0.03,Technology,Software - Infrastructure,0.5714285714285714,0.4285714285714286,0.4285714285714286,0.2857142857142857,0.7142857142857143,0.4714285714285715,42.86,NEUTRAL,MEDIUM,47.142857142857146,0,-0.001,-0.006,0.0022,-0.0014000000000000002,0.0013
NVDA,NVIDIA Corporation,2010-12-31,0.35,391252000,1.42,36.33,8.58,8.37,35.68,50.24,-17.56,30.64,59.74,0.01,0.01,-0.0,Technology,Semiconductors,0.0,0.0714285714285714,0.5714285714285714,0.14285714285714285,0.1428571428571429,0.14285714285714285,14.29,STRONG_SELL,HIGH,14.285714285714285,1,-0.001,-0.006,0.0022,-0.0014000000000000002,0.0013
TSLA,Tesla Inc.,2010-12-31,1.78,21268500,0.84,20.36,5.9,-22.47,29.27,38.7,0.0,74.41,36.19,-0.05,0.0,-0.05,Consumer Cyclical,Auto Manufacturers,0.7142857142857143,0.8571428571428572,0.8571428571428572,0.5714285714285714,0.0,0.5714285714285715,71.43,BUY,MEDIUM,57.14285714285715,0,-0.001,-0.006,0.0022,-0.0014000000000000002,0.0013
UNH,UnitedHealth Group Inc.,2010-12-31,28.51,2828000,0.77,3.16,25.83,-3.83,2.26,28.49,19.91,18.78,43.1,-0.11,-0.11,0.01,Healthcare,Healthcare Plans,0.8571428571428572,0.0714285714285714,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.5857142857142857,92.86,STRONG_BUY,HIGH,58.57142857142858,1,-0.001,-0.006,0.0022,-0.0014000000000000002,0.0013
AAPL,Apple Inc.,2011-01-03,9.88,445138400,1.06,55.02,146.05,3.59,18.28,32.55,54.0,14.75,68.92,0.1,0.1,-0.0,Technology,Consumer Electronics,0.2857142857142857,0.1428571428571429,0.0,1.0,0.8571428571428572,0.5571428571428572,71.43,BUY,MEDIUM,55.714285714285715,0,0.0118,0.005699999999999999,0.0072,-0.0043,0.0018
AMZN,Amazon.com Inc.,2011-01-03,9.21,106628000,1.11,6.43,98.47,4.36,18.55,67.38,37.58,25.36,69.48,0.15,0.16,-0.01,Consumer Cyclical,Internet Retail,0.1428571428571429,0.5714285714285714,0.4285714285714286,0.8571428571428571,0.2857142857142857,0.5,42.86,NEUTRAL,MEDIUM,50.0,0,0.0118,0.005699999999999999,0.0072,-0.0043,0.0018
GOOGL,Alphabet Inc.,2011-01-03,15.01,94513392,1.01,9.57,87.33,5.69,15.7,38.59,-3.57,19.9,60.14,0.08,0.07,0.01,Communication Services,Internet Content & Information,0.4285714285714286,0.4285714285714286,0.1428571428571429,0.42857142857142855,0.5714285714285714,0.4285714285714286,28.57,SELL,MEDIUM,42.85714285714286,0,0.0118,0.005699999999999999,0.0072,-0.0043,0.0018
MSFT,Microsoft Corporation,2011-01-03,21.35,53443800,0.88,9.75,158.65,4.05,17.74,18.82,-7.71,17.27,68.34,0.33,0.37,-0.04,Technology,Software - Infrastructure,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.5142857142857143,57.14,NEUTRAL,MEDIUM,51.42857142857144,0,0.0118,0.005699999999999999,0.0072,-0.0043,0.0018
NVDA,NVIDIA Corporation,2011-01-03,0.36,817448000,1.44,36.33,8.81,10.01,40.75,56.02,-14.44,30.4,76.6,0.01,0.01,0.0,Technology,Semiconductors,0.0,0.1428571428571429,0.5714285714285714,0.14285714285714285,0.1428571428571429,0.15714285714285714,14.29,STRONG_SELL,HIGH,15.714285714285714,1,0.0118,0.005699999999999999,0.0072,-0.0043,0.0018
TSLA,Tesla Inc.,2011-01-03,1.77,19245000,0.83,20.36,5.9,-17.71,26.82,65.24,0.0,74.26,38.27,-0.05,-0.01,-0.05,Consumer Cyclical,Auto Manufacturers,0.7142857142857143,0.8571428571428572,0.8571428571428572,0.5714285714285714,0.0,0.5714285714285715,92.86,STRONG_BUY,HIGH,57.14285714285715,1,0.0118,0.005699999999999999,0.0072,-0.0043,0.0018
UNH,UnitedHealth Group Inc.,2011-01-03,29.32,8212400,0.76,3.16,26.56,-2.1,7.85,29.42,19.19,20.29,52.37,-0.02,-0.1,0.07,Healthcare,Healthcare Plans,0.8571428571428572,0.1428571428571429,0.7142857142857143,0.7142857142857143,0.4285714285714286,0.5714285714285715,92.86,STRONG_BUY,HIGH,57.14285714285715,1,0.0118,0.005699999999999999,0.0072,-0.0043,0.0018
AAPL,Apple Inc.,2011-01-04,9.94,309080800,1.06,55.02,146.81,4.36,14.66,28.07,54.53,14.59,75.92,0.11,0.1,0.01,Technology,Consumer Electronics,0.2857142857142857,0.2142857142857143,0.0,1.0,0.8571428571428572,0.5714285714285715,78.57,BUY,MEDIUM,57.14285714285715,0,-0.0026,-0.013000000000000001,-0.0002,0.0001,0.0002
AMZN,Amazon.com Inc.,2011-01-04,9.25,100636000,1.1,6.43,98.89,5.31,15.01,63.1,37.36,25.36,71.23,0.16,0.16,-0.0,Consumer Cyclical,Internet Retail,0.1428571428571429,0.2142857142857143,0.4285714285714286,0.8571428571428571,0.2857142857142857,0.4285714285714286,28.57,SELL,MEDIUM,42.85714285714286,0,-0.0026,-0.013000000000000001,-0.0002,0.0001,0.0002
GOOGL,Alphabet Inc.,2011-01-04,14.96,72907020,1.01,9.57,87.01,5.08,11.87,33.75,-3.5,19.71,57.22,0.08,0.07,0.01,Communication Services,Internet Content & Information,0.4285714285714286,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.4714285714285714,42.86,NEUTRAL,MEDIUM,47.14285714285714,0,-0.0026,-0.013000000000000001,-0.0002,0.0001,0.0002
MSFT,Microsoft Corporation,2011-01-04,21.43,54405600,0.88,9.75,159.28,3.96,16.07,16.93,-7.38,17.08,63.58,0.32,0.36,-0.04,Technology,Software - Infrastructure,0.5714285714285714,0.7142857142857143,0.1428571428571429,0.2857142857142857,0.7142857142857143,0.5000000000000001,57.14,NEUTRAL,MEDIUM,50.000000000000014,0,-0.0026,-0.013000000000000001,-0.0002,0.0001,0.0002
NVDA,NVIDIA Corporation,2011-01-04,0.36,651384000,1.44,36.33,8.79,6.63,39.31,48.35,-15.94,29.45,74.79,0.01,0.01,0.0,Technology,Semiconductors,0.0,0.2142857142857143,0.5714285714285714,0.14285714285714285,0.1428571428571429,0.17142857142857143,14.29,STRONG_SELL,HIGH,17.142857142857142,1,-0.0026,-0.013000000000000001,-0.0002,0.0001,0.0002
TSLA,Tesla Inc.,2011-01-04,1.78,17811000,0.83,20.36,5.91,-15.31,26.28,68.8,0.0,73.32,43.71,-0.06,-0.02,-0.04,Consumer Cyclical,Auto Manufacturers,0.7142857142857143,0.8571428571428572,0.8571428571428572,0.5714285714285714,0.0,0.5714285714285715,78.57,BUY,MEDIUM,57.14285714285715,0,-0.0026,-0.013000000000000001,-0.0002,0.0001,0.0002
UNH,UnitedHealth Group Inc.,2011-01-04,29.59,6724300,0.76,3.16,26.8,-0.93,7.2,29.22,20.47,20.24,60.13,0.07,-0.06,0.13,Healthcare,Healthcare Plans,0.8571428571428572,0.2142857142857143,0.7142857142857143,0.7142857142857143,0.4285714285714286,0.5857142857142857,100.0,STRONG_BUY,HIGH,58.57142857142858,1,-0.0026,-0.013000000000000001,-0.0002,0.0001,0.0002
AAPL,Apple Inc.,2011-01-05,10.02,255519600,1.06,55.02,148.01,4.33,15.49,29.41,58.32,13.55,78.58,0.12,0.11,0.02,Technology,Consumer Electronics,0.2857142857142857,0.2857142857142857,0.0,1.0,0.8571428571428572,0.5857142857142857,85.71,STRONG_BUY,HIGH,58.57142857142858,1,0.006,0.0062,0.0012,-0.0044,0.0004
AMZN,Amazon.com Inc.,2011-01-05,9.37,68376000,1.11,6.43,100.18,5.26,20.6,61.26,41.72,23.91,72.07,0.17,0.16,0.0,Consumer Cyclical,Internet Retail,0.1428571428571429,0.2857142857142857,0.4285714285714286,0.8571428571428571,0.2857142857142857,0.44285714285714284,35.71,SELL,MEDIUM,44.285714285714285,0,0.006,0.0062,0.0012,-0.0044,0.0004
GOOGL,Alphabet Inc.,2011-01-05,15.13,101190708,1.01,9.57,88.01,5.31,13.98,33.4,0.13,19.96,67.96,0.1,0.08,0.02,Communication Services,Internet Content & Information,0.4285714285714286,0.2857142857142857,0.1428571428571429,0.5714285714285714,0.5714285714285714,0.44285714285714284,35.71,SELL,MEDIUM,44.285714285714285,0,0.006,0.0062,0.0012,-0.0044,0.0004
MSFT,Microsoft Corporation,2011-01-05,21.36,58998700,0.88,9.75,158.76,4.32,15.32,16.03,-7.11,17.17,54.72,0.3,0.35,-0.05,Technology,Software - Infrastructure,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.5142857142857143,57.14,NEUTRAL,MEDIUM,51.42857142857144,0,0.006,0.0062,0.0012,-0.0044,0.0004
NVDA,NVIDIA Corporation,2011-01-05,0.39,1428216000,1.45,36.33,9.46,17.02,57.51,64.69,-10.06,36.04,91.44,0.01,0.01,0.0,Technology,Semiconductors,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.1428571428571429,0.18571428571428572,14.29,STRONG_SELL,HIGH,18.571428571428573,1,0.006,0.0062,0.0012,-0.0044,0.0004
TSLA,Tesla Inc.,2011-01-05,1.79,21700500,0.83,20.36,5.95,-11.48,31.13,53.67,0.0,69.21,40.01,-0.06,-0.03,-0.03,Consumer Cyclical,Auto Manufacturers,0.7142857142857143,0.8571428571428572,0.8571428571428572,0.42857142857142855,0.0,0.5285714285714286,71.43,BUY,MEDIUM,52.85714285714286,0,0.006,0.0062,0.0012,-0.0044,0.0004
UNH,UnitedHealth Group Inc.,2011-01-05,29.68,7528100,0.76,3.16,26.89,0.8,11.09,27.54,19.68,19.97,77.72,0.14,-0.02,0.17,Healthcare,Healthcare Plans,0.8571428571428572,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.4285714285714286,0.6000000000000001,100.0,STRONG_BUY,HIGH,60.00000000000001,1,0.006,0.0062,0.0012,-0.0044,0.0004
AAPL,Apple Inc.,2011-01-06,10.01,300428800,1.06,55.02,147.9,4.88,15.39,28.55,58.48,12.6,76.85,0.13,0.11,0.02,Technology,Consumer Electronics,0.2857142857142857,0.5714285714285714,0.0,1.0,0.8571428571428572,0.6428571428571429,100.0,STRONG_BUY,HIGH,64.28571428571429,1,-0.0015,-0.0012,-0.0033,-0.0011,-0.0011
AMZN,Amazon.com Inc.,2011-01-06,9.29,63594000,1.11,6.43,99.34,5.14,18.94,58.5,42.97,23.68,65.07,0.17,0.16,0.0,Consumer Cyclical,Internet Retail,0.1428571428571429,0.7142857142857143,0.5714285714285714,0.8571428571428571,0.2857142857142857,0.5428571428571428,71.43,BUY,MEDIUM,54.285714285714285,0,-0.0015,-0.0012,-0.0033,-0.0011,-0.0011
GOOGL,Alphabet Inc.,2011-01-06,15.24,82229688,1.01,9.57,88.65,4.49,15.75,31.23,3.27,19.52,69.71,0.12,0.09,0.03,Communication Services,Internet Content & Information,0.4285714285714286,0.2142857142857143,0.4285714285714286,0.42857142857142855,0.5714285714285714,0.4142857142857143,42.86,NEUTRAL,MEDIUM,41.42857142857143,0,-0.0015,-0.0012,-0.0033,-0.0011,-0.0011
MSFT,Microsoft Corporation,2011-01-06,21.99,88026300,0.88,9.75,163.41,7.26,18.21,20.11,-3.38,16.91,68.28,0.34,0.35,-0.01,Technology,Software - Infrastructure,0.5714285714285714,0.2142857142857143,0.1428571428571429,0.14285714285714285,0.7142857142857143,0.35714285714285715,28.57,SELL,MEDIUM,35.714285714285715,0,-0.0015,-0.0012,-0.0033,-0.0011,-0.0011
NVDA,NVIDIA Corporation,2011-01-06,0.44,3493312000,1.44,36.33,10.77,29.04,80.65,86.76,4.43,51.35,95.0,0.02,0.01,0.01,Technology,Semiconductors,0.0,0.2142857142857143,0.2857142857142857,0.5714285714285714,0.1428571428571429,0.2714285714285714,14.29,STRONG_SELL,HIGH,27.142857142857142,1,-0.0015,-0.0012,-0.0033,-0.0011,-0.0011
TSLA,Tesla Inc.,2011-01-06,1.86,30918000,0.82,20.36,6.18,-11.66,36.47,60.23,0.0,69.43,39.31,-0.06,-0.03,-0.02,Consumer Cyclical,Auto Manufacturers,0.7142857142857143,0.8571428571428572,0.8571428571428572,0.2857142857142857,0.0,0.48571428571428577,57.14,NEUTRAL,MEDIUM,48.57142857142858,0,-0.0015,-0.0012,-0.0033,-0.0011,-0.0011
UNH,UnitedHealth Group Inc.,2011-01-06,30.3,7157300,0.76,3.16,27.44,4.35,12.1,28.92,17.65,20.38,80.8,0.25,0.03,0.22,Healthcare,Healthcare Plans,0.8571428571428572,0.2142857142857143,0.7142857142857143,0.7142857142857143,0.4285714285714286,0.5857142857142857,85.71,STRONG_BUY,HIGH,58.57142857142858,1,-0.0015,-0.0012,-0.0033,-0.0011,-0.0011
AAPL,Apple Inc.,2011-01-07,10.08,311931200,1.06,55.02,148.95,4.71,14.3,30.64,58.56,11.62,81.03,0.14,0.12,0.02,Technology,Consumer Electronics,0.2857142857142857,0.2142857142857143,0.0,1.0,0.8571428571428572,0.5714285714285715,85.71,STRONG_BUY,HIGH,57.14285714285715,1,-0.0021,-0.0026,-0.0021,0.0018,-0.0015
AMZN,Amazon.com Inc.,2011-01-07,9.27,104434000,1.11,6.43,99.15,5.22,19.25,55.21,38.92,18.27,65.3,0.16,0.16,0.0,Consumer Cyclical,Internet Retail,0.1428571428571429,0.7142857142857143,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.6,100.0,STRONG_BUY,HIGH,60.0,1,-0.0021,-0.0026,-0.0021,0.0018,-0.0015
GOOGL,Alphabet Inc.,2011-01-07,15.31,83963952,1.01,9.57,89.08,4.39,14.93,29.55,2.4,18.73,72.37,0.14,0.1,0.04,Communication Services,Internet Content & Information,0.4285714285714286,0.2142857142857143,0.2857142857142857,0.42857142857142855,0.4285714285714286,0.3714285714285715,28.57,SELL,MEDIUM,37.14285714285715,0,-0.0021,-0.0026,-0.0021,0.0018,-0.0015
MSFT,Microsoft Corporation,2011-01-07,21.82,73762000,0.88,9.75,162.17,5.03,17.12,16.51,-4.78,17.2,64.58,0.35,0.35,-0.0,Technology,Software - Infrastructure,0.5714285714285714,0.5714285714285714,0.1428571428571429,0.14285714285714285,0.7142857142857143,0.42857142857142855,42.86,NEUTRAL,MEDIUM,42.857142857142854,0,-0.0021,-0.0026,-0.0021,0.0018,-0.0015
NVDA,NVIDIA Corporation,2011-01-07,0.46,2579984000,1.44,36.33,11.07,31.5,82.96,88.52,7.12,51.42,95.38,0.03,0.02,0.01,Technology,Semiconductors,0.0,0.2142857142857143,0.4285714285714286,0.5714285714285714,0.1428571428571429,0.2857142857142857,14.29,STRONG_SELL,HIGH,28.57142857142857,1,-0.0021,-0.0026,-0.0021,0.0018,-0.0015
TSLA,Tesla Inc.,2011-01-07,1.88,33718500,0.82,20.36,6.26,-12.76,38.23,65.63,0.0,69.01,38.46,-0.05,-0.04,-0.01,Consumer Cyclical,Auto Manufacturers,0.7142857142857143,0.8571428571428572,0.8571428571428572,0.2857142857142857,0.0,0.48571428571428577,57.14,NEUTRAL,MEDIUM,48.57142857142858,0,-0.0021,-0.0026,-0.0021,0.0018,-0.0015
UNH,UnitedHealth Group Inc.,2011-01-07,30.36,6437700,0.76,3.16,27.5,4.37,12.3,28.89,19.01,20.38,92.5,0.34,0.09,0.24,Healthcare,Healthcare Plans,0.8571428571428572,0.2142857142857143,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.5571428571428572,71.43,BUY,MEDIUM,55.714285714285715,0,-0.0021,-0.0026,-0.0021,0.0018,-0.0015
AAPL,Apple Inc.,2011-01-10,10.27,448560000,1.06,55.02,151.76,7.1,15.94,36.0,62.99,12.56,84.05,0.16,0.13,0.04,Technology,Consumer Electronics,0.2857142857142857,0.1428571428571429,0.0,1.0,0.8571428571428572,0.5571428571428572,85.71,STRONG_BUY,HIGH,55.714285714285715,1,-0.0002,0.004699999999999999,-0.0014000000000000002,-0.0040999999999999995,0.0008
AMZN,Amazon.com Inc.,2011-01-10,9.23,67518000,1.11,6.43,98.71,5.62,20.68,49.36,41.72,18.35,53.32,0.16,0.16,-0.01,Consumer Cyclical,Internet Retail,0.1428571428571429,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.5714285714285714,100.0,STRONG_BUY,HIGH,57.14285714285714,1,-0.0002,0.004699999999999999,-0.0014000000000000002,-0.0040999999999999995,0.0008
GOOGL,Alphabet Inc.,2011-01-10,15.26,63104832,1.01,9.57,88.76,3.84,13.99,25.55,2.18,18.57,67.32,0.14,0.11,0.04,Communication Services,Internet Content & Information,0.4285714285714286,0.4285714285714286,0.2857142857142857,0.42857142857142855,0.4285714285714286,0.4142857142857143,28.57,SELL,MEDIUM,41.42857142857143,0,-0.0002,0.004699999999999999,-0.0014000000000000002,-0.0040999999999999995,0.0008
MSFT,Microsoft Corporation,2011-01-10,21.53,57573600,0.88,9.75,160.01,4.21,15.47,13.59,-4.83,17.75,57.62,0.33,0.34,-0.02,Technology,Software - Infrastructure,0.5714285714285714,0.7142857142857143,0.1428571428571429,0.14285714285714285,0.7142857142857143,0.45714285714285713,42.86,NEUTRAL,MEDIUM,45.714285714285715,0,-0.0002,0.004699999999999999,-0.0014000000000000002,-0.0040999999999999995,0.0008
NVDA,NVIDIA Corporation,2011-01-10,0.47,1750348000,1.44,36.33,11.49,38.83,90.84,88.92,12.79,51.37,96.75,0.03,0.02,0.01,Technology,Semiconductors,0.0,0.1428571428571429,0.4285714285714286,0.5714285714285714,0.1428571428571429,0.27142857142857146,14.29,STRONG_SELL,HIGH,27.142857142857146,1,-0.0002,0.004699999999999999,-0.0014000000000000002,-0.0040999999999999995,0.0008
TSLA,Tesla Inc.,2011-01-10,1.9,20140500,0.81,20.36,6.31,-11.23,40.56,56.84,0.0,69.13,37.86,-0.04,-0.04,-0.01,Consumer Cyclical,Auto Manufacturers,0.7142857142857143,0.8571428571428572,0.8571428571428572,0.2857142857142857,0.0,0.48571428571428577,57.14,NEUTRAL,MEDIUM,48.57142857142858,0,-0.0002,0.004699999999999999,-0.0014000000000000002,-0.0040999999999999995,0.0008
UNH,UnitedHealth Group Inc.,2011-01-10,30.36,5725300,0.76,3.16,27.5,4.91,11.33,28.46,18.22,20.15,92.25,0.4,0.15,0.25,Healthcare,Healthcare Plans,0.8571428571428572,0.1428571428571429,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.5428571428571429,71.43,BUY,MEDIUM,54.28571428571429,0,-0.0002,0.004699999999999999,-0.0014000000000000002,-0.0040999999999999995,0.0008
AAPL,Apple Inc.,2011-01-11,10.25,444108000,1.05,55.02,151.4,6.58,14.44,35.18,64.47,12.61,80.55,0.18,0.14,0.04,Technology,Consumer Electronics,0.2857142857142857,0.4285714285714286,0.0,1.0,0.8571428571428572,0.6142857142857143,100.0,STRONG_BUY,HIGH,61.42857142857143,1,0.0039000000000000003,0.0011,0.0019,-0.0026,0.0009
AMZN,Amazon.com Inc.,2011-01-11,9.22,56284000,1.1,6.43,98.53,4.97,17.8,49.51,44.75,18.04,48.97,0.15,0.16,-0.01,Consumer Cyclical,Internet Retail,0.1428571428571429,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.4285714285714286,0.5428571428571428,85.71,STRONG_BUY,HIGH,54.285714285714285,1,0.0039000000000000003,0.0011,0.0019,-0.0026,0.0009
GOOGL,Alphabet Inc.,2011-01-11,15.3,57514428,1.01,9.57,89.02,4.02,13.78,25.37,4.32,18.03,63.19,0.15,0.12,0.04,Communication Services,Internet Content & Information,0.4285714285714286,0.2857142857142857,0.4285714285714286,0.42857142857142855,0.5714285714285714,0.4285714285714286,28.57,SELL,MEDIUM,42.85714285714286,0,0.0039000000000000003,0.0011,0.0019,-0.0026,0.0009
MSFT,Microsoft Corporation,2011-01-11,21.45,50298900,0.88,9.75,159.39,2.82,13.91,11.77,-4.57,17.88,50.79,0.3,0.33,-0.04,Technology,Software - Infrastructure,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.7142857142857143,0.4714285714285715,42.86,NEUTRAL,MEDIUM,47.142857142857146,0,0.0039000000000000003,0.0011,0.0019,-0.0026,0.0009
NVDA,NVIDIA Corporation,2011-01-11,0.47,2711088000,1.43,36.33,11.31,35.85,84.3,84.13,14.94,52.09,91.72,0.03,0.02,0.01,Technology,Semiconductors,0.0,0.0714285714285714,0.1428571428571429,0.5714285714285714,0.1428571428571429,0.22857142857142856,14.29,STRONG_SELL,HIGH,22.857142857142858,1,0.0039000000000000003,0.0011,0.0019,-0.0026,0.0009
TSLA,Tesla Inc.,2011-01-11,1.8,25653000,0.8,20.36,5.98,-14.47,33.2,35.89,0.0,70.15,31.49,-0.05,-0.04,-0.01,Consumer Cyclical,Auto Manufacturers,0.7142857142857143,0.8571428571428572,0.8571428571428572,0.2857142857142857,0.0,0.48571428571428577,57.14,NEUTRAL,MEDIUM,48.57142857142858,0,0.0039000000000000003,0.0011,0.0019,-0.0026,0.0009
UNH,UnitedHealth Group Inc.,2011-01-11,30.86,5569100,0.75,3.16,27.95,6.57,11.96,29.79,23.42,19.92,93.1,0.49,0.22,0.27,Healthcare,Healthcare Plans,0.8571428571428572,0.0714285714285714,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.5285714285714286,71.43,BUY,MEDIUM,52.85714285714286,0,0.0039000000000000003,0.0011,0.0019,-0.0026,0.0009
AAPL,Apple Inc.,2011-01-12,10.33,302590400,1.05,55.02,152.63,7.07,14.75,36.97,63.5,11.09,81.72,0.19,0.15,0.04,Technology,Consumer Electronics,0.2857142857142857,0.1428571428571429,0.0,1.0,0.8571428571428572,0.5571428571428572,78.57,BUY,MEDIUM,55.714285714285715,0,0.0087,-0.0003,0.0021,-0.0034999999999999996,0.0032
AMZN,Amazon.com Inc.,2011-01-12,9.2,53582000,1.1,6.43,98.39,5.64,18.63,50.81,42.58,16.61,48.31,0.14,0.15,-0.02,Consumer Cyclical,Internet Retail,0.1428571428571429,0.7142857142857143,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.6,100.0,STRONG_BUY,HIGH,60.0,1,0.0087,-0.0003,0.0021,-0.0034999999999999996,0.0032
GOOGL,Alphabet Inc.,2011-01-12,15.32,65242692,1.01,9.57,89.14,3.74,13.54,24.87,5.07,11.15,61.98,0.16,0.12,0.04,Communication Services,Internet Content & Information,0.4285714285714286,0.1428571428571429,0.4285714285714286,0.42857142857142855,0.7142857142857143,0.4285714285714286,42.86,NEUTRAL,MEDIUM,42.85714285714286,0,0.0087,-0.0003,0.0021,-0.0034999999999999996,0.0032
MSFT,Microsoft Corporation,2011-01-12,21.78,52631100,0.89,9.75,161.88,4.77,13.36,13.21,-3.97,18.14,56.29,0.3,0.33,-0.03,Technology,Software - Infrastructure,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.4285714285714286,0.3857142857142857,28.57,SELL,MEDIUM,38.57142857142857,0,0.0087,-0.0003,0.0021,-0.0034999999999999996,0.0032
NVDA,NVIDIA Corporation,2011-01-12,0.54,3431896000,1.46,36.33,13.01,60.26,105.91,117.82,30.37,64.81,94.26,0.04,0.03,0.02,Technology,Semiconductors,0.0,0.1428571428571429,0.1428571428571429,0.7142857142857143,0.1428571428571429,0.2857142857142857,14.29,STRONG_SELL,HIGH,28.57142857142857,1,0.0087,-0.0003,0.0021,-0.0034999999999999996,0.0032
TSLA,Tesla Inc.,2011-01-12,1.8,14466000,0.8,20.36,5.98,-11.75,31.26,35.55,0.0,69.35,29.68,-0.05,-0.04,-0.01,Consumer Cyclical,Auto Manufacturers,0.7142857142857143,0.8571428571428572,0.8571428571428572,0.2857142857142857,0.0,0.48571428571428577,57.14,NEUTRAL,MEDIUM,48.57142857142858,0,0.0087,-0.0003,0.0021,-0.0034999999999999996,0.0032
UNH,UnitedHealth Group Inc.,2011-01-12,30.68,5872400,0.75,3.16,27.79,5.31,10.39,26.72,20.87,20.02,87.19,0.53,0.28,0.25,Healthcare,Healthcare Plans,0.8571428571428572,0.4285714285714286,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.5571428571428572,78.57,BUY,MEDIUM,55.714285714285715,0,0.0087,-0.0003,0.0021,-0.0034999999999999996,0.0032
AAPL,Apple Inc.,2011-01-13,10.37,296780400,1.05,55.02,153.19,7.93,14.35,38.33,65.06,10.33,86.73,0.2,0.16,0.05,Technology,Consumer Electronics,0.2857142857142857,0.2142857142857143,0.0,1.0,0.8571428571428572,0.5714285714285715,100.0,STRONG_BUY,HIGH,57.14285714285715,1,-0.0018,0.0013,-0.0033,0.0052,0.001
AMZN,Amazon.com Inc.,2011-01-13,9.28,67340000,1.1,6.43,99.17,6.66,19.29,56.58,45.69,16.64,57.59,0.13,0.15,-0.02,Consumer Cyclical,Internet Retail,0.1428571428571429,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.5714285714285714,85.71,STRONG_BUY,HIGH,57.14285714285714,1,-0.0018,0.0013,-0.0033,0.0052,0.001
GOOGL,Alphabet Inc.,2011-01-13,15.32,53306640,1.01,9.57,89.11,3.66,14.01,34.18,4.55,10.6,63.42,0.16,0.13,0.03,Communication Services,Internet Content & Information,0.4285714285714286,0.2142857142857143,0.4285714285714286,0.42857142857142855,0.7142857142857143,0.44285714285714295,42.86,NEUTRAL,MEDIUM,44.28571428571429,0,-0.0018,0.0013,-0.0033,0.0052,0.001
MSFT,Microsoft Corporation,2011-01-13,21.51,67077600,0.88,9.75,159.84,2.06,12.42,14.56,-7.05,16.9,48.23,0.28,0.32,-0.04,Technology,Software - Infrastructure,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.4285714285714286,0.4142857142857143,28.57,SELL,MEDIUM,41.42857142857143,0,-0.0018,0.0013,-0.0033,0.0052,0.001
